No_,Name,Search Name,Name 2,Address,Address 2,City,Contact,Phone No_,Telex No_,Document Sending Profile,Ship-to Code,Our Account No_,Territory Code,Global Dimension 1 Code,Global Dimension 2 Code,Chain Name,Budgeted Amount,Credit Limit (LCY),Customer Posting Group,Currency Code,Customer Price Group,Language Code,Registration Number,Statistics Group,Payment Terms Code,Fin_ Charge Terms Code,Salesperson Code,Shipment Method Code,Shipping Agent Code,Place of Export,Invoice Disc_ Code,Customer Disc_ Group,Country_Region Code,Collection Method,Amount,Blocked,Invoice Copies,Last Statement No_,Print Statements,Bill-to Customer No_,Priority,Payment Method Code,Format Region,Last Modified Date Time,Last Date Modified,Application Method,Prices Including VAT,Location Code,Fax No_,Telex Answer Back,VAT Registration No_,Combine Shipments,Gen_ Bus_ Posting Group,Picture,GLN,Post Code,County,EORI Number,Use GLN in Electronic Document,E-Mail,Home Page,Reminder Terms Code,No_ Series,Tax Area Code,Tax Liable,VAT Bus_ Posting Group,Reserve,Block Payment Tolerance,IC Partner Code,Prepayment _,Partner Type,Intrastat Partner Type,Exclude from Pmt_ Practices,Image,Privacy Blocked,Disable Search by Name,Allow Multiple Posting Groups,Preferred Bank Account Code,Coupled to CRM,Cash Flow Payment Terms Code,Primary Contact No_,Contact Type,Mobile Phone No_,Responsibility Center,Shipping Advice,Shipping Time,Shipping Agent Service Code,Service Zone Code,Price Calculation Method,Allow Line Disc_,Base Calendar Code,Copy Sell-to Addr_ to Qte From,Validate EU Vat Reg_ No_,Id,Currency Id,Payment Terms Id,Shipment Method Id,Payment Method Id,Tax Area ID,Contact ID,Contact Graph Id,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
00002HY,ร้าน P.K.อลูมิเนียม,ร้าน P.K.อลูมิเนียม,,166 ซอย 3 ถนนจุฑากาญจน์,,อำเภอหาดใหญ่,,,,,,,SOUTHERN,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20605,1,,,00002HY,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:28.863+00,2024-06-05 00:00:00+00,0,0,,,,3901100349801,0,R,,,90110,จังหวัดสงขลา,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,05F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.74+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:28.87+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00002PK,ร้าน 2009 กลาสอลูมินั่ม,ร้าน 2009 กลาสอลูมินั่ม,,82 หมู่ที่ 1,,อำเภอถลาง,,,,,,,SOUTHERN,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,15515,1,,,00002PK,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:28.887+00,2024-06-05 00:00:00+00,0,0,,,,5810100001380,0,S,,,83110,จังหวัดภูเก็ต,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,0BF1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.747+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:28.893+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00002RY,ร้าน RS.อลูมิเนียม,ร้าน RS.อลูมิเนียม,,555/49 หมู่ที่ 3,,อำเภอปลวกแดง,คุณสุพรรษา โสดสงค์,"082 728-9697, 089 532-7058",,,,,EASTERN,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,30,,20324,1,,,00002RY,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:28.913+00,2024-06-05 00:00:00+00,0,0,,,,3720900278810,0,P,,,21140,จังหวัดระยอง,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,"082 728-9697, 089 532-7058",,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,911438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,11F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.753+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:28.92+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00002SK,ร้าน 108 อลูมิเนียม,ร้าน 108 อลูมิเนียม,,108 หมู่ที่ 7,,อำเภอเมืองนครพนม,นายอำนาจ เอกสะพัง,,,,,,NORTHEASTE,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,30,,20589,1,,,00002SK,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:28.937+00,2024-06-05 00:00:00+00,0,0,,,,3480100373144,0,R,,,48000,จังหวัดนครพนม,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,089-6207936/ 087-8650289,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,911438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,17F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.76+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:28.943+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00002UD,ร้าน P&W บ้านผือ ฝ้าเพดาน-วัสดุ,ร้าน P&W บ้านผือ ฝ้าเพดาน-วัสดุ,,"186 หมู่ที่ 4 ",,อำเภอโพนพิสัย,นายประวิทย์  วงศ์ขัน,084-5239792,,,,,NORTHEASTE,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,10185,1,,,00002UD,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:28.963+00,2024-06-05 00:00:00+00,0,0,,,,1100500302291,0,W,,,43120,จังหวัดหนองคาย,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,084-5239792,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,1DF1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.767+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:28.97+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00003AY,บริษัท 922 ดีไซน์ จำกัด,บริษัท 922 ดีไซน์ จำกัด,,9/60 ซอยพหลโยธิน 61 ถนนพหลโยธิน,,เขตบางเขน,,,,,,,CENTRAL,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,21311,1,,,00003AY,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:28.987+00,2024-06-05 00:00:00+00,0,0,,,,0105562155019,0,R,,,10220,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,23F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.773+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:28.99+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00003CR,NAN KHAM TIP,NAN KHAM TIP,,"13/TAKHALA(N)069572 ",Tachiliek Myanmar,,,,,,,,NORTH,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20538,2,,,00003CR,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.007+00,2024-06-05 00:00:00+00,0,0,,,,,0,W,,,,,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,29F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.777+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.013+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00003KK,ร้าน PNP อลูมินั่ม ซัพพลาย์,ร้าน PNP อลูมินั่ม ซัพพลาย์,,140 หมู่ที่ 5,,อำเภอยางตลาด,,,,,,,NORTHEASTE,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20471,2,,,00003KK,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.027+00,2024-06-05 00:00:00+00,0,0,,,,,0,I,,,46120,จังหวัดกาฬสินธุ์,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,2FF1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.783+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.033+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00003NR,บริษัท 689 เอ็นจิเนียริ่ง จำกัด,บริษัท 689 เอ็นจิเนียริ่ง จำกัด,,86 หมู่ที่ 10,,อำเภอสีคิ้ว,,,,,,,NORTHEASTE,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20676,1,,,00003NR,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.05+00,2024-06-05 00:00:00+00,0,0,,,,0305562000927,0,R,,,30340,จังหวัดนครราชสีมา,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,35F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.79+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.057+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00003RY,บริษัท 35 ลายน์ อินโนเวชั่น จำกัด,บริษัท 35 ลายน์ อินโนเวชั่น จำกัด,,18 ซอยช่างอากาศอุทิศ 5 แยก 6,,เขตดอนเมือง,,,,,,,EASTERN,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20324,1,,,00003RY,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.07+00,2024-06-05 00:00:00+00,0,0,,,,0105546069154,0,P,,,10210,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,3BF1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.797+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.077+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00004AY,ห้างหุ้นส่วนจำกัด 19 เมษา วอลล์ แอนด์ เซอร์วิส (2016),ห้างหุ้นส่วนจำกัด 19 เมษา วอลล์ แอนด์ เซอร์วิส (2016),,52 หมู่ที่ 9,,อำเภอบางปะอิน,,,,,,,CENTRAL,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20110,1,,,00004AY,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.093+00,2024-06-05 00:00:00+00,0,0,,,,0103559018861,0,R,,,13160,จังหวัดพระนครศรีอยุธยา,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,41F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.803+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.1+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00005CB,บริษัท 168 อลูมิเนียม ฉะเชิงเทรา จำกัด,บริษัท 168 อลูมิเนียม ฉะเชิงเทรา จำกัด,,"186/1 หมู่ที่ 2 ",,อำเภอพนมสารคาม,คุณประภาภร เทศลิ้นจี่,089-7465344,,,,,EASTERN,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,16218,2,,,00005CB,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.12+00,2024-06-05 00:00:00+00,0,0,,,,0245563002541,0,W,,,24120,จังหวัดฉะเชิงเทรา,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,089-7465344,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,47F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.807+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.127+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00005RY,KAEFER Engineering (Thailand) Limited,KAEFER ENGINEERING (THAILAND) LIMITED,,"9/9 Soi Prapa1, Sukhumvit Road",,Muang Rayong,,,,,,,EASTERN,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,10206,1,,,00005RY,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.153+00,2024-06-05 00:00:00+00,0,0,,,,0105535154775,0,P,,,21150,Rayong,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,4DF1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.817+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.16+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00005TP,DINO KEONG,DINO KEONG,,178/97 เคหะการไฟฟ้า ถนนพระราม 2,,เขตบางขุนเทียน,,"0-9891-2495, 0-1867-8599",,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,,,,00005TP,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.18+00,2024-06-05 00:00:00+00,0,0,,,,,0,,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,53F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.82+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.183+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00007CB,บริษัท 109 คอนสตรัคชั่น จำกัด,บริษัท 109 คอนสตรัคชั่น จำกัด,,109/1 หมู่ที่ 6,,อำเภอบางละมุง,มณฑกานต์ วรรณธะกุลวดี,,,,,,EASTERN,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,15,,20269,1,,,00007CB,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.203+00,2024-06-05 00:00:00+00,0,0,,,,0205552016899,0,R,,,20150,จังหวัดชลบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,0899884129,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,881438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,59F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.827+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.21+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00009RY,บริษัท 365 สามัคคีธรรม จำกัด,บริษัท 365 สามัคคีธรรม จำกัด,,"333/1-8 หมู่ที่ 4  ",,อำเภอเมืองระยอง,,,,,,,EASTERN,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20868,1,,,00009RY,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.227+00,2024-06-05 00:00:00+00,0,0,,,,0215562009640,0,R,,,21000,จังหวัดระยอง,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,5FF1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.833+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.233+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00010RY,บริษัท 99 คอนสตรัคชั่น แอนด์ เอ็นจิเนียริ่ง จำกัด,บริษัท 99 คอนสตรัคชั่น แอนด์ เอ็นจิเนียริ่ง จำกัด,,"78 ซ.รังสิต-นครนายก 31 ",,อำเภอธัญบุรี,,,,,,,EASTERN,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,21317,1,,,00010RY,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.25+00,2024-06-05 00:00:00+00,0,0,,,,0135563019038,0,R,,,12130,จังหวัดปทุมธานี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,65F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.84+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.257+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00013TP,บริษัท 1555 บิซ จำกัด,บริษัท 1555 บิซ จำกัด,,63/9 ซอยรามคำแหง76,,เขตบางกะปิ,คุณสุวรรณา วรรณพุทธชาติ,"086-3011896 ",,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,30,,21468,1,,,00013TP,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.273+00,2024-06-05 00:00:00+00,0,0,,0-2735-6255,,0105551067351,0,R,,,10240,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,0-2735-6425-6,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,911438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,6BF1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.847+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.28+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00014TP,บริษัท ฤทธา จำกัด,บริษัท ฤทธา จำกัด,,300 ถนนร่มเกล้า,,เขตลาดกระบัง,คุณสุวัฒน์ เชาว์ปรีชา,"0-2326-5000,0-2105-5000",,,,,SOUTHERN,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,2,,,00014TP,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:46.257+00,2024-06-05 00:00:00+00,0,0,,,,0105530054829,0,R,,,10520,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,"0-2326-5000,0-2105-5000",,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,3E3D2AB9-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:26.937+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:46.267+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00016TS,บริษัท 3บีอลูมิเนียม แอนด์ กลาส จำกัด,บริษัท 3บีอลูมิเนียม แอนด์ กลาส จำกัด,,55/208 หมู่ที่ 18,,อำเภอลำลูกกา,,"082-0105596, 02-157-1800-2",,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,10387,2,,,00016TS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.297+00,2024-06-05 00:00:00+00,0,0,,02-157-1803-4,,0135561006711,0,P,,,12150,จังหวัดปทุมธานี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,71F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.85+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.307+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
00017TN,บริษัท 9 พลัส คอนสตรัคชั่น จำกัด,บริษัท 9 พลัส คอนสตรัคชั่น จำกัด,,46/245 หมู่ที่ 3 ถนนศรีสมาน,,อำเภอปากเกร็ด,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20800,1,,,00017TN,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:24:29.323+00,2024-06-05 00:00:00+00,0,0,,,,0125559006580,0,R,,,11120,จังหวัดนนทบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,77F1509B-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:34.857+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:24:29.327+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
